preset,delta_omega_tri,k_strong,k_weak,n_runs,r_mean,r_sd,plv_pairmean_mean,plv_pairmean_sd,coalition_mean,coalition_sd,leader_dom_mean,leader_dom_sd,leader_antiphase_dom_mean,leader_antiphase_dom_sd
leader_0,0.2,-1.2,0.0,5,0.35980382029050656,9.993302397880636e-13,0.9999999999999789,9.310874987465354e-14,1.1203260541492455e-12,2.5661575005739857e-13,-3.5487168759118505e-13,1.090078240973726e-12,2.491367491432137,1.0308017522666295e-11
leader_0,0.2,-1.2,0.1,5,0.36209225833467285,1.1006268342582114e-13,1.0000000000002915,9.545994292042281e-14,1.1385115072926054e-12,1.833289096811127e-13,9.759304475664976e-13,1.539537225191606e-13,2.548462307090337,3.3391173114612135e-12
leader_0,0.2,-1.2,0.2,5,0.36344518531953784,1.279515177719172e-13,1.0000000000002982,9.130050521166701e-14,7.438050175778699e-13,8.474197149723784e-14,1.2660983372825286e-13,2.6925572292800275e-13,2.5884964183388854,2.198209582701452e-12
leader_0,0.6,-1.2,-0.2,5,0.4278366773529136,0.019365617061321998,0.9718672943451265,0.01921895812536694,0.04534341600382681,0.03259220755555188,0.01601266112497468,0.0053189209835945,0.16545167232758626,1.1705592737998312
leader_0,0.6,-1.2,-0.1,5,0.45069324135387595,0.002871957457293717,0.9887656075413129,0.011502983238576105,0.018120557219894452,0.018306313260621696,0.008394228776030332,0.005348433227953213,0.3488777087092121,0.9467567199552162
leader_0,0.6,-1.2,0.0,5,0.4476306597431633,0.013158223887956667,0.9835851069997826,0.015333941749874316,0.025629682932753563,0.022713544801110614,0.014074770164918782,0.010942022095276227,1.8740893277446524,0.27172566349398075
leader_0,0.6,-1.2,0.1,5,0.47326673196719204,0.0020768098956770167,0.9878107650764733,0.02001712888530309,0.019284824016845968,0.031804387690828086,0.007414497785866181,0.011925608255113471,0.11689855378723642,0.8809960697019587
leader_0,0.6,-1.2,0.2,5,0.5102783897735004,0.012299622022006983,0.9454608911798864,0.03608384728701438,0.08411601176957392,0.05463994153583021,0.03868360758197933,0.027834520015091322,-0.48269550393174365,1.4456683974592794
leader_0,1.0,-1.2,-0.2,5,0.5385724039047096,0.022226235979762466,0.9326190688297779,0.03597254279748803,0.11106126570723293,0.061733476613871574,0.010856681796307522,0.02597364305040046,1.150756187386138,0.8255850584431805
leader_0,1.0,-1.2,-0.1,5,0.5654375391778551,0.02196217232096818,0.9573528833093677,0.013962316489415948,0.07095566297863287,0.020751751091732797,-0.031672378139232425,0.04753591942129185,0.7333223654551334,1.1569608672076162
